Obs,STU_ID,STRAT_ID,F1MATHSE,F1TXMBIR,F1TXM1IR,F2PS0601,F3TZCMTHGPA,F1A07B,F1A07E,F1S16A,F1S16B,F1S16C,F1S16D,F1S16E,F1S16F,F1S16G,F1S16H,F1S16I,F1S17A,F1S17B,F1S17C,F1S17D,F1S17E,F1S17F,F1S17G,F1S17H,F1S17I,F1S17J,F1S40N,F2B17A,F2B17B,F1SES1,F1RACE,F1SEX,F1MOTHED,F1FATHED,outcome,F2F1WT,F3F1PNLPSWT,Factor1,Factor2
1341,170217,170,-0.259,62.65,69.63,0,4,5,5,1,1,3,1,1,3,0,3,1,1,1,1,3,3,3,1,1,1,3,3,3,1,0.86,7,2,6,6,1,266.916,377.373,0.0358,-0.06073
1342,170218,170,1.811,53.93,59.33,2,4,5,5,1,3,3,1,1,1,1,1,1,1,1,3,1,4,1,1,1,3,1,3,3,2,0.21,7,2,6,5,1,271.998,242.204,-0.03501,-0.00909
1343,170223,170,1.548,48.32,62.19,1,1,5,5,1,3,4,1,1,2,1,1,1,1,1,3,3,3,1,1,1,3,1,3,2,2,0.76,7,1,4,6,0,295.635,0,0.00251,0.00697
1344,171105,171,0.528,49.51,60.84,2,3,5,5,3,1,3,1,1,3,1,1,3,3,1,3,3,3,1,1,1,1,1,3,2,2,0.13,7,1,3,2,0,543.514,510.22,-0.01237,0.04389
1345,171106,171,-0.259,58.62,70.84,2,3.5,5,5,3,3,3,1,3,3,1,1,1,1,1,3,3,3,3,3,1,1,1,2,3,2,0.27,7,1,4,2,1,515.214,527.369,0.03862,0.02785
1346,171108,171,0.528,52.37,57.72,1,3,5,5,1,1,3,1,3,3,1,3,1,1,1,1,3,3,1,3,1,1,1,3,3,3,1.51,7,1,7,8,0,510.686,453.911,0.04341,-0.05458
1347,171111,171,-1.051,51.51,48.94,2,3,5,5,1,3,3,1,1,3,1,1,1,1,1,3,3,3,1,3,1,1,1,3,3,2,0.52,7,1,2,5,0,527.995,0,0.02624,-0.02099
1348,171115,171,0.746,44.5,52.99,1,.,5,5,1,3,3,1,1,3,1,1,1,1,3,3,3,3,1,1,1,1,1,3,2,3,-0.46,7,2,2,5,0,515.896,503.689,-0.00931,0.01882
1349,171116,171,.,23.04,26.75,,.,5,5,1,4,2,1,1,2,3,4,4,3,3,1,1,1,1,3,1,3,1,3,,,-0.73,7,2,1,1,1,0,580.534,-0.04657,0.03668
1350,171118,171,-1.542,44.88,45.56,3,3,5,5,1,1,3,1,0,3,1,1,3,1,3,3,3,3,1,1,1,1,1,3,2,2,0.48,7,2,6,5,1,509.275,456.381,-0.01194,0.00336
1351,171119,171,-0.755,58.04,63.84,2,2,5,5,1,3,3,1,1,3,1,3,1,1,1,3,3,3,3,3,1,1,1,3,3,2,-1.52,7,2,1,2,0,510.206,622.78,0.06418,-0.02131
1352,171202,171,-0.751,37.34,39.95,2,2,5,5,1,1,3,1,1,3,1,3,1,1,1,3,3,3,3,1,1,1,1,3,2,2,-0.18,3,2,3,2,0,486.95,549.316,0.03634,-0.02378
1353,171205,171,-1.296,48.33,53.82,1,.,5,5,1,1,3,1,3,3,1,3,2,1,2,3,3,2,2,2,1,1,1,3,3,2,0.11,7,1,5,5,1,532.99,594.094,0.01236,-0.00666
1354,171209,171,0.254,65.23,66.68,1,3,5,5,1,1,3,1,1,4,1,4,2,1,1,1,3,3,3,3,3,1,1,3,3,3,1.68,7,2,8,8,1,479.675,475.66,0.11274,-0.075
1355,171210,171,1.811,60.77,52.98,1,.,5,5,1,1,3,1,1,3,1,3,1,1,1,2,3,2,2,2,1,2,1,3,3,2,0.75,7,2,7,6,0,472.305,411.658,0.02269,-0.0358
1356,171212,171,0.238,53.51,55.01,1,3.25,5,5,1,1,3,1,1,3,1,3,3,1,1,1,3,3,3,3,1,1,1,3,3,3,0.9,7,2,6,6,0,479.988,435.373,0.06267,-0.05769
1357,171214,171,-0.504,43.05,50.74,1,1,5,5,1,1,3,1,1,3,1,3,2,1,1,1,3,3,3,3,3,1,1,3,2,2,0.86,7,2,6,6,0,466.729,795.976,0.08635,-0.06944
1358,171217,171,-0.242,70.77,77.82,1,.,5,5,1,1,3,1,1,3,1,4,2,1,1,1,3,3,3,3,3,1,1,2,3,2,0.52,7,1,5,6,1,501.566,799.049,0.09659,-0.07269
1359,171218,171,-0.455,59.86,69,1,.,5,5,1,1,3,1,1,3,1,3,2,1,1,3,3,2,2,3,1,1,1,3,3,3,1.03,7,2,6,8,0,460.312,425.295,0.03191,-0.03585
1360,171219,171,-0.8,62.8,64.02,1,2.25,5,5,1,1,3,1,1,3,1,3,2,1,1,1,3,3,3,3,3,1,1,3,2,1,0.83,7,2,5,6,1,468.689,900.213,0.08635,-0.06944
1361,171222,171,-0.755,48.73,56.82,1,3.5,5,5,1,1,3,2,1,3,1,3,1,1,1,3,3,3,3,3,1,1,1,3,3,2,0.95,7,2,3,7,0,449.215,391.999,0.06002,-0.01723
1362,172108,172,.,58.6,.,3,2.25,.,6,1,1,4,2,1,3,1,3,1,1,1,1,3,3,2,2,2,1,2,3,3,3,0.96,7,1,6,6,0,294.563,246.26,0.06585,-0.04757
1363,172205,172,-0.51,61.76,66.95,1,3,5,5,1,3,3,1,1,3,1,1,1,1,1,1,3,3,1,3,1,3,1,3,2,2,0.25,7,1,2,2,0,267.821,196.273,0.03212,-0.02925
1364,172210,172,0.479,40.91,50.51,1,2,5,5,1,3,3,1,1,3,1,1,1,1,1,3,3,3,2,1,1,1,2,3,2,2,0.9,7,2,6,6,0,238.739,214.859,0.01066,-0.00955
1365,172212,172,0.528,53.31,70.56,1,0,5,5,3,3,4,1,1,3,1,3,4,1,1,1,3,3,2,2,3,1,1,3,3,3,-0.51,7,1,2,2,1,277.74,326.581,0.07855,-0.02415
1366,172213,172,1.811,56.45,70.84,1,2.75,5,5,1,3,3,1,1,3,1,3,1,1,1,3,3,3,2,1,1,1,3,3,2,2,0.8,7,1,6,6,0,244.781,0,0.03113,-0.01605
1367,172215,172,0.501,35.52,46.66,1,2,5,5,3,3,4,1,3,2,1,1,2,1,3,3,3,3,2,1,1,2,3,2,3,3,0.03,7,1,4,3,0,287.202,216.833,-0.007,0.07553
1368,172220,172,.,47.13,.,,4,.,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,-0.63,2,2,2,2,1,0,0,-0.22516,-0.16943
1369,172221,172,-0.755,61.85,57.76,1,3,5,5,3,3,3,1,1,3,1,1,4,1,1,1,3,3,2,2,1,1,3,2,2,2,0.28,7,2,5,4,1,248.816,353.371,0.02152,-0.0059
1370,172222,172,.,38.85,.,0,.,.,6,3,2,4,1,3,1,1,2,1,4,3,3,3,3,1,1,1,1,1,3,2,3,0.35,7,2,5,6,0,304.614,299.468,-0.03655,0.1084
1371,172223,172,1.068,59.61,71.65,1,.,5,5,3,3,3,1,1,3,1,3,3,1,1,1,3,3,3,3,3,1,1,3,2,2,1.53,7,1,7,8,0,252.966,389.304,0.08657,-0.02523
1372,173101,173,.,41.62,60.1,1,3,.,6,2,2,3,1,2,2,1,1,1,3,3,2,2,3,1,1,1,1,1,3,2,2,0.99,3,1,7,6,0,524.651,902.519,-0.05048,0.04874
1373,173103,173,0.528,59.58,73.7,1,3,5,5,1,1,2,1,2,2,1,3,3,1,1,1,2,2,2,2,3,1,1,3,3,3,-0.26,7,2,2,4,0,432.078,376.251,0.00127,-0.07152
1374,173104,173,.,50.96,59.34,1,4,5,5,2,1,2,1,1,2,1,2,1,1,3,2,2,2,2,2,1,1,1,3,3,2,0.05,7,2,2,2,0,472.263,403.325,-0.04564,-0.00024
1375,173105,173,-0.259,47.78,62.89,1,3,5,5,1,1,2,1,2,2,1,2,1,1,1,1,2,2,2,1,2,1,2,2,3,3,-0.17,2,1,2,3,0,261.382,158.786,-0.03296,-0.05823
1376,173107,173,.,57.15,55.44,0,2,.,6,1,3,4,1,3,1,1,3,1,1,2,3,3,3,3,1,1,1,3,3,2,2,1.34,7,1,6,8,0,460.831,426.896,0.01303,0.01667
1377,173114,173,1.533,54.83,65.25,1,.,5,5,1,3,3,1,1,1,1,4,1,1,1,3,3,3,3,1,1,1,4,3,3,2,-0.26,7,1,2,4,0,484.414,504.379,0.01779,-0.01158
1378,173116,173,-1.018,51.73,54.73,,1.75,5,5,3,1,4,1,1,3,1,1,1,1,1,3,3,3,3,3,1,1,3,1,,,-0.22,7,1,2,2,0,0,401.47,0.04976,0.00775
1379,173118,173,.,38.44,41.56,0,4,5,5,3,2,4,1,3,3,1,1,1,3,3,3,3,3,2,1,1,1,1,3,3,3,-0.15,7,2,5,2,1,445.972,479.827,-0.002,0.09312
1380,173120,173,1.811,58.51,67.41,1,4,5,5,2,1,2,1,1,2,0,1,1,1,1,1,2,2,2,1,1,1,2,3,3,2,1.36,7,2,6,8,0,428.534,388.281,-0.05835,-0.04844
1381,173161,173,-1.001,.,45.12,,2.25,5,5,2,1,1,1,1,1,2,1,1,1,2,3,1,1,1,1,1,1,1,2,,,0.04,7,1,6,6,1,582.396,523.724,-0.13291,0.00473
1382,173201,173,0.528,42.82,67.6,1,3.25,5,5,3,1,4,1,3,3,1,1,1,3,3,3,3,3,3,3,1,1,1,3,3,3,-0.12,7,1,2,2,0,310.599,299.753,0.02929,0.08245
1383,173202,173,-0.755,23.19,27.68,2,2,5,5,1,1,3,1,3,3,1,1,1,1,1,2,1,1,1,1,1,1,4,3,2,2,-0.35,2,2,2,2,1,113.761,136.058,-0.0709,-0.04722
1384,173203,173,-0.755,50.2,57.69,1,1.25,5,5,2,2,3,1,3,3,1,3,1,1,3,3,3,3,3,3,1,1,1,3,2,2,0.66,7,1,6,5,1,309.382,472.17,0.04776,0.03071
1385,173206,173,1.548,57.72,63.04,0,.,5,5,2,2,3,1,3,1,1,1,1,1,1,3,3,1,3,1,1,1,3,3,3,2,0.55,7,2,2,6,0,306.371,431.312,-0.05813,0.01747
1386,173207,173,1.811,62.3,71.31,,4,5,5,1,3,4,1,3,3,1,1,1,1,1,1,3,3,3,3,1,1,3,3,,,1.1,7,1,5,7,1,306.097,304.466,0.05681,-0.0311
1387,173208,173,-0.013,45.57,48.24,2,.,5,5,3,1,3,1,3,1,1,1,1,3,1,3,1,1,1,1,1,4,1,3,2,2,0.25,7,1,2,3,0,326.374,363.922,-0.10917,0.06349
1388,173212,173,-0.264,23.97,36.02,1,2.5,5,5,3,3,3,1,1,3,1,1,1,3,1,3,3,3,3,1,1,3,1,3,2,2,0.51,7,2,6,2,0,303.158,0,0.0125,0.07818
1389,173213,173,0.03,52.4,56.14,1,1.25,5,5,3,1,4,1,1,3,1,3,1,3,1,3,3,3,3,3,1,1,1,3,3,3,0.47,7,1,4,6,0,318.819,0,0.06277,0.03522
1390,173214,173,-0.755,43.69,48.32,0,4,5,5,3,1,4,1,1,3,1,1,1,1,1,1,3,3,1,1,1,1,4,3,2,3,0.52,7,1,2,4,1,311.337,329.283,0.00998,-0.01563
1391,173217,173,1.27,58.43,61.71,2,1.75,5,5,1,1,3,1,3,3,1,1,1,1,1,3,3,3,1,1,1,1,3,3,3,3,0.1,7,2,3,6,1,301.359,311.707,-0.00338,-0.01418
1392,173219,173,0.528,62.12,70.17,1,3.25,5,5,3,3,3,1,3,3,1,3,1,1,1,1,3,3,3,3,1,1,3,3,3,3,1.28,7,1,6,8,0,304.956,313.785,0.0611,-0.0042
1393,173220,173,1.286,66.9,66.37,1,.,5,5,1,3,3,1,3,3,1,3,1,1,1,1,3,3,3,1,1,1,3,3,3,3,0.41,7,1,6,6,0,320.182,343.937,0.04009,-0.02924
1394,174101,174,-2.039,32.21,41.02,1,2,5,5,1,3,3,1,1,1,1,1,3,1,1,3,3,3,1,1,1,1,1,3,2,1,0.6,7,2,5,6,0,277.483,321.717,-0.03039,-0.00801
1395,174103,174,1.533,62.62,67.61,1,.,5,5,1,1,3,1,1,4,1,1,3,1,1,1,3,3,3,3,1,1,1,3,2,2,0.83,7,2,6,7,0,275.328,426.837,0.05835,-0.05351
1396,174104,174,-0.286,40.24,45.84,1,4,5,5,1,3,3,1,1,3,1,1,3,1,1,3,3,3,1,1,1,1,1,3,2,3,0.89,7,1,6,6,0,269.532,322.013,0.00192,-0.01264
1397,174107,174,1.811,68.21,73.03,,.,5,5,1,1,3,1,1,4,1,2,1,1,1,1,3,3,3,3,3,1,1,3,,,1.19,7,1,5,8,1,0,273.01,0.09227,-0.0685
1398,174109,174,1.811,70.81,79.73,1,4,5,5,1,3,3,1,1,3,1,2,1,1,1,1,3,2,3,2,4,1,2,3,3,3,1.36,7,1,7,7,1,300.723,263.892,0.05932,-0.0577
1399,174110,174,0.528,56.84,65.88,1,4,5,5,1,1,3,1,1,3,1,1,4,1,1,1,3,3,3,3,3,1,0,3,2,3,0.54,7,1,6,4,0,290.262,652.128,0.06588,-0.06294
1400,174111,174,1.811,54.04,68.62,1,3.25,5,5,3,3,2,1,1,2,1,1,1,1,1,3,3,3,3,3,1,1,1,3,3,3,0.4,7,1,7,1,0,315.223,258.477,0.01137,0.02089
1401,174113,174,-2.039,55.01,33.46,,3,5,5,4,3,3,1,1,3,1,1,1,1,1,3,3,2,1,1,1,1,1,2,,,0.27,7,2,6,6,0,284.374,310.542,-0.02305,0.03682
1402,174114,174,1.035,32.9,48.29,1,3.5,5,5,1,3,3,1,1,3,1,1,3,1,1,3,3,3,3,3,1,1,1,3,2,2,-0.33,7,2,2,2,1,296.554,292.826,0.04371,-0.01482
1403,174116,174,-1.28,45.59,55.1,1,1,5,5,1,3,3,1,1,3,1,1,1,1,1,3,3,2,1,1,1,1,1,3,1,1,0.7,7,1,6,2,1,290.641,364.155,-0.01809,-0.01327
1404,174117,174,-0.259,36.99,41.81,2,2.75,5,5,1,3,3,1,1,1,1,1,3,4,4,4,1,1,1,1,1,1,1,3,2,2,0.09,5,2,4,2,1,280.997,346.269,-0.12795,0.08263
1405,174118,174,-0.242,54.49,61.05,1,3,5,5,1,3,3,1,1,3,1,1,2,1,3,3,3,3,1,1,1,1,1,3,3,2,0.93,6,2,5,7,1,279.428,250.462,-0.00931,0.01882
1406,174119,174,1.533,44.49,68.69,1,3,5,5,1,3,3,1,1,4,1,1,3,1,1,1,3,3,3,3,3,1,1,3,3,2,1.07,7,1,6,7,1,296.648,558.497,0.08556,-0.05444
1407,174120,174,0.238,44.61,53.19,2,2.5,5,5,0,3,3,0,0,1,0,2,0,1,1,3,3,3,1,1,1,1,1,3,3,1,-1.18,7,1,2,1,0,297.783,472.226,-0.01952,-0.05889
1408,174121,174,-0.755,49.16,56.88,2,3.75,5,5,3,1,3,1,1,3,1,1,1,1,1,3,3,2,1,1,1,1,1,2,2,2,0.04,7,1,2,6,0,30.7,57.19,-0.02492,0.0093
1409,174122,174,-0.001,58.56,62.67,1,3.25,5,5,1,1,3,1,1,4,1,1,3,1,1,1,3,3,3,3,3,1,1,3,2,2,0.49,2,2,6,7,1,57.726,50.514,0.08204,-0.06526
1410,174124,174,-0.264,25.35,25.3,2,2,5,5,3,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1,3,1,3,2,1,-0.21,7,1,2,2,0,290.799,422.63,-0.11637,0.01101
1411,174125,174,0.237,51.15,59.27,1,3.75,5,5,1,3,3,1,1,3,1,1,1,1,1,3,3,3,2,2,1,1,1,3,1,1,-0.42,7,2,2,5,1,293.092,293.529,0.02282,-0.01373
1412,174202,174,0.232,62.55,60.84,1,4,5,5,1,1,3,1,1,3,1,3,1,1,1,1,3,3,2,1,2,1,3,3,2,2,0.05,7,2,4,2,0,146.264,137.729,0.04146,-0.0583
1413,174203,174,-0.259,41.61,58.79,1,3,5,5,3,1,3,1,1,3,1,3,3,1,1,3,3,3,3,1,1,1,3,3,2,2,0.61,7,1,6,6,1,153.195,156.015,0.03304,0.00961
1414,174204,174,0.828,38.31,41.83,2,.,5,5,3,1,3,1,1,1,1,1,1,1,1,3,3,1,1,1,1,3,1,2,3,2,-0.36,7,1,2,2,0,159.233,200.119,-0.07337,0.0306
1415,174205,174,1.27,63.69,68.41,1,4,5,5,1,1,3,1,1,3,1,3,1,1,1,1,3,3,2,1,2,0,3,3,3,2,0.46,7,2,5,4,1,150.429,140.087,0.03952,-0.06695
1416,174207,174,-0.51,61.88,41.54,0,4,5,5,3,1,3,1,1,3,1,1,1,1,1,3,3,3,2,1,1,3,1,3,3,2,-0.24,7,2,2,2,1,152.284,159.5,0.0077,0.03032
1417,174208,174,0.261,47.42,54.17,1,4,5,5,1,1,3,1,3,4,1,3,3,1,1,3,3,3,2,2,1,3,1,3,3,3,-0.96,7,1,2,2,1,159.107,206.386,0.05801,-0.00678
1418,174211,174,-0.013,61,63.12,1,.,5,5,1,1,4,1,1,3,1,3,1,1,1,1,3,3,3,1,1,1,2,3,3,2,0.2,7,2,5,4,1,144.617,149.794,0.05123,-0.04934
1419,174214,174,-0.51,45.28,49.69,0,2.5,5,5,1,1,3,1,1,3,0,0,1,1,1,3,3,3,1,1,1,1,1,3,3,2,0.77,7,2,7,5,0,141.231,142.607,-0.01438,-0.0316
1420,174219,174,0.773,65.88,67.98,1,3.5,5,5,1,1,4,1,1,3,1,3,1,1,1,3,3,3,2,2,2,1,2,3,3,2,1.62,7,1,8,8,1,149.986,135.49,0.06448,-0.03692
1421,174222,174,-0.755,60.48,66.86,1,3.5,5,5,1,1,3,1,1,3,1,3,1,1,1,1,3,3,3,2,2,1,1,3,3,2,-0.15,7,2,3,2,1,147.181,135.276,0.06235,-0.05939
1422,174223,174,1.811,53.07,66.79,1,2.25,5,5,1,1,4,1,1,3,1,3,1,1,1,1,3,3,2,1,2,1,3,3,3,1,0.09,7,1,3,4,1,167.89,132.32,0.05433,-0.0583
1423,174225,174,-0.259,48.62,51.44,0,2,5,5,3,1,3,1,1,3,1,1,1,1,1,1,3,2,1,1,1,3,4,3,3,2,-0.04,5,2,1,4,0,58.589,57.317,-0.01904,0.00104
1424,174226,174,-1.542,31.7,46.63,0,3,5,5,1,1,4,1,1,3,1,2,1,4,1,3,3,1,1,1,1,1,1,3,3,2,-0.37,7,1,3,3,0,153.424,143.951,-0.0297,0.02297
1425,174229,174,-0.51,58.04,63.67,1,2,5,5,3,3,4,1,3,3,1,3,1,1,1,1,3,3,3,2,2,1,1,3,2,2,-0.13,7,1,4,2,0,155.024,134.085,0.07366,-0.00591
1426,174231,174,-0.755,47.1,50.08,2,3,5,5,1,4,3,1,1,3,1,3,1,1,1,1,3,3,2,1,3,1,2,3,3,3,-0.54,7,2,5,5,0,149.785,142.298,0.05858,-0.04795
1427,174234,174,-2.039,21.33,22.29,2,2,5,5,2,1,4,1,1,1,1,1,1,2,3,3,1,1,1,1,1,3,1,3,2,3,-0.29,7,2,2,7,0,150.254,141.611,-0.10229,0.04333
1428,175101,175,.,34.6,.,1,1.5,.,6,3,1,3,1,3,1,1,1,1,1,3,3,3,1,1,1,1,1,1,3,3,3,0.03,7,2,5,2,1,365.223,324.734,-0.09025,0.05404
1429,175118,175,-0.755,39.7,39.58,,3,5,5,1,1,4,1,1,4,1,3,1,1,1,3,3,3,1,3,2,1,1,3,,,0.46,3,2,4,6,1,0,243.39,0.08406,-0.04649
1430,175119,175,-2.039,60.06,55.84,2,.,5,5,4,1,3,1,1,3,1,1,1,1,1,1,3,3,1,1,1,1,3,1,2,2,0.68,7,2,6,6,1,291.154,283.266,-0.00455,0.00107
1431,175201,175,-0.013,31.4,35.62,1,3.5,5,5,3,1,3,1,1,3,0,3,1,1,1,3,3,3,1,1,1,1,3,3,2,2,0.27,7,2,4,2,1,197.031,266.164,0.01301,-0.00796
1432,175208,175,0.746,27.2,24.03,,.,5,5,1,2,3,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,2,3,,,-0.71,7,2,3,3,1,200.244,207.247,-0.1044,-0.0167
1433,175209,175,1.024,57.91,70.65,1,.,5,5,1,3,3,1,1,3,1,3,1,1,1,1,3,3,2,2,3,1,1,3,2,2,1.17,7,2,4,8,1,189.018,184.633,0.06898,-0.05753
1434,175214,175,-0.232,40.53,40.79,,2,5,5,3,3,3,1,1,3,1,1,3,1,3,3,3,3,1,1,1,3,1,3,,,-0.04,7,1,2,2,0,0,187.604,-0.00874,0.06951
1435,175216,175,1.27,54.06,52.08,1,3.5,5,5,1,3,3,1,1,3,1,3,1,1,1,3,1,3,3,3,1,3,1,3,2,2,0.89,7,1,6,6,0,199.382,0,0.03955,-0.02302
1436,175220,175,0.528,45.92,54.62,2,4,5,5,3,3,3,1,1,3,1,2,1,1,1,3,3,3,1,2,1,1,1,3,3,3,-0.15,7,2,3,2,1,195.736,241.671,0.02101,0.01333
1437,175221,175,0.479,34.36,25.82,0,.,5,5,3,3,3,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,3,1,-0.3,7,1,5,2,1,211.656,227.126,-0.1114,0.0305
1438,176105,176,-0.755,56.82,74.24,1,.,6,6,1,2,3,0,2,4,1,2,1,1,1,2,2,2,1,2,2,1,2,3,2,2,0.77,7,1,7,5,1,404.716,421.01,0.01704,-0.06683
1439,176106,176,.,36.81,.,0,.,.,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,-0.65,5,1,1,1,0,0,0,-0.22516,-0.16943
1440,176113,176,1.811,62.99,70.44,,3,6,6,2,1,2,1,1,2,1,2,0,1,1,2,2,2,1,2,3,1,1,3,,,0.98,7,2,5,8,1,409.597,366.777,-0.01946,-0.04653
1441,176117,176,-0.264,25.53,26.18,2,.,6,6,4,1,1,1,4,1,1,1,4,3,2,1,3,1,1,1,0,1,3,3,1,1,0.21,7,1,6,4,0,426.493,540.985,-0.13023,0.07393
1442,176122,176,0.79,55.97,67.8,1,4,6,6,1,2,2,1,2,2,1,2,1,1,1,2,2,2,1,2,3,1,1,3,2,2,0.32,7,1,5,6,0,489.299,332.922,-0.01694,-0.05317
1443,176123,176,.,37.7,.,2,4,.,6,3,3,4,1,3,3,1,1,1,3,3,3,3,3,1,1,1,1,1,3,2,2,-0.62,2,1,2,1,0,167.931,131.739,-0.00898,0.09544
1444,176124,176,-0.482,26.52,30.98,,.,6,6,1,2,2,1,1,2,1,1,1,2,1,2,2,1,1,1,1,1,1,3,,,-0.9,5,2,1,1,0,335.678,374.14,-0.08587,-0.02229
1445,176125,176,0.746,49.24,61.01,1,4,6,6,1,1,3,1,3,3,1,3,1,1,1,3,3,3,1,3,1,1,1,3,3,1,-1.26,2,1,1,1,1,142.388,138.512,0.0414,-0.02902
1446,176161,176,.,.,45.8,,2,6,6,2,1,3,1,0,0,1,3,2,2,1,2,2,2,1,2,1,1,1,3,,,-0.92,5,2,1,2,0,410.636,0,-0.05519,-0.02106
1447,176201,176,-0.242,50.95,59.4,1,.,5,5,1,1,1,2,1,3,1,3,3,1,3,3,3,3,2,2,3,0,0,3,2,2,0.91,7,2,6,6,0,251.229,688.344,0.02389,-0.00507
1448,176202,176,1.811,66.32,72.24,1,3.5,5,5,1,1,2,1,1,4,1,3,1,1,1,3,3,3,2,2,4,1,1,3,2,1,1.15,2,1,5,8,1,90.929,80.52,0.07857,-0.05098
1449,176203,176,0.003,60.8,66.69,1,.,5,5,1,1,1,2,2,3,1,3,4,1,1,1,3,3,2,2,3,1,1,3,3,3,0.95,7,2,6,6,0,248.275,403.957,0.03818,-0.0488
1450,176206,176,0.516,41.27,54.8,1,3,5,5,3,2,1,2,2,3,1,3,1,1,1,3,3,2,3,0,0,0,3,3,3,3,-0.18,3,1,5,6,1,277.967,358.118,-0.03843,0.03534
1451,176207,176,1.019,61.06,66.25,1,.,5,5,2,2,2,2,1,3,1,3,2,1,1,1,1,3,2,2,4,1,1,3,2,1,1.36,7,1,7,7,1,267.407,247.014,0.03539,-0.05622
1452,176210,176,-0.787,58.63,61.42,1,3,5,5,4,4,1,1,2,3,2,3,3,3,3,3,3,3,2,2,2,1,1,3,2,2,0.5,7,2,6,6,1,268.19,225.484,0.00914,0.11085
1453,176211,176,0.535,63.43,67.94,1,4,5,5,1,1,1,1,1,3,1,1,4,1,1,1,3,3,2,2,2,1,2,3,2,3,1.47,7,1,6,8,1,282.134,247.547,0.00739,-0.05597
1454,176213,176,-1.051,36.89,43.37,1,.,5,5,3,1,1,3,1,3,1,1,4,1,1,3,3,3,1,1,1,1,1,3,3,3,0.28,7,2,2,2,0,265.751,299.95,-0.03194,0.03975
1455,176214,176,.,55.07,.,1,3,.,6,1,1,1,2,1,3,3,1,4,1,1,3,3,3,2,1,1,1,2,3,1,2,-0.83,6,1,2,4,0,313.003,256.681,-0.01416,0.01733
1456,176215,176,-0.248,51.57,56.1,1,2,5,5,3,2,3,2,1,3,1,2,1,1,1,1,3,3,2,2,3,1,1,3,2,2,0.84,3,2,5,8,1,87.378,89.175,0.05304,-0.0114
1457,176218,176,-0.755,39.12,47.33,1,4,5,5,1,1,2,2,1,3,1,1,2,1,1,1,3,3,2,2,1,1,2,3,3,2,0.52,7,2,7,6,1,254.464,225.783,0.00779,-0.0352
1458,176220,176,1.811,74.52,77.49,1,4,5,5,1,1,2,2,1,3,1,3,1,1,1,1,3,3,2,2,3,1,1,3,3,2,0.41,7,1,4,6,1,271.666,287.407,0.05194,-0.05344
1459,176221,176,.,42.72,48.42,1,3,.,6,0,1,3,3,3,3,1,1,1,1,3,3,3,3,1,1,1,1,1,3,3,2,0.42,7,2,3,5,0,255.511,399.89,-0.01423,0.03039
1460,176224,176,0.773,63.97,64.62,1,.,5,5,1,1,2,2,2,0,1,3,1,1,1,1,3,3,0,2,3,1,1,3,3,3,1.36,7,2,6,8,0,252.022,220.299,-0.01489,-0.04803
1461,177103,177,0.528,38.28,56.94,1,3,5,5,1,3,3,1,1,3,1,3,3,1,1,3,1,3,1,3,3,1,1,3,3,2,-0.44,7,2,6,4,0,234.089,240.201,0.04189,-0.05824
1462,177104,177,-0.755,41.6,46.55,0,.,5,5,1,3,3,1,1,1,1,1,3,1,1,1,3,3,1,3,3,1,1,3,1,2,0.27,6,1,4,4,0,269.699,341.192,0.01962,-0.05367
1463,177105,177,-1.045,47.41,56.54,0,2.25,5,5,1,1,3,0,1,3,1,3,1,1,1,1,1,3,3,3,3,1,1,3,2,2,-0.76,7,2,4,2,1,245.112,246.799,0.05849,-0.10335
1464,177106,177,-0.755,57.17,54.01,2,3,5,5,1,3,3,1,1,3,1,3,1,1,1,1,3,3,1,3,1,1,1,3,3,2,-0.85,7,2,2,2,0,255.859,284.183,0.04871,-0.05304
1465,177107,177,-2.039,47.24,53.99,2,2,5,5,3,3,3,1,3,3,1,1,1,4,1,3,3,3,1,1,1,1,1,3,2,2,-0.39,7,2,4,7,0,251.546,358.574,-0.01436,0.08097
1466,177109,177,0.283,53.84,60.72,,3.5,5,5,1,1,3,1,3,3,1,1,3,1,3,3,3,3,1,3,1,1,1,3,,,0.13,7,1,2,2,0,0,293.928,0.0097,0.00893
1467,177113,177,0.761,53.41,66.94,,.,5,5,1,1,3,3,1,3,1,1,1,3,1,0,3,3,2,3,1,1,1,3,,,-0.3,7,2,2,3,0,236.797,230.461,0.02573,-0.00329
1468,177114,177,-1.051,38.87,51.99,2,3,5,5,4,4,3,1,3,3,1,1,1,4,3,3,3,3,1,1,1,1,1,3,3,2,-0.72,7,2,2,2,0,272.156,241.154,-0.02548,0.13453
1469,177116,177,0.528,50.6,55.27,2,3.5,5,5,1,1,3,1,3,3,1,3,1,1,1,1,3,3,2,3,3,2,1,3,3,3,-0.78,6,2,2,2,1,247.77,310.221,0.07777,-0.05459
1470,177118,177,-1.296,52.53,64.96,0,2.5,5,5,1,3,3,1,1,3,1,1,4,1,1,1,3,3,1,3,1,1,1,3,2,3,0.39,7,2,2,8,0,256.282,233.619,0.02824,-0.04655
